c_nace|d_pocpl|d_ukopl|naz_nace|
960000|1992-01-01|2025-12-31|POSKYTOVÁNÍ OSTATNÍCH OSOBNÍCH SLUŽEB|
961010|2026-01-01||PRANÍ A ČIŠTĚNÍ TEXTILNÍCH A KOŽEŠINOVÝCH VÝROBKŮ PRO OBLAST ZDRAVOTNICTVÍ|
963000|2026-01-01||POHŘEBNÍ A SOUVISEJÍCÍ ČINNOSTI|
980000|2026-01-01||ČINNOSTI DOMÁCNOSTÍ PRODUKUJÍCÍCH BLÍŽE NEURČENÉ VÝROBKY A SLUŽBY PRO VLASTNÍ POTŘEBU|
11000|1992-01-01|2025-12-31|PĚSTOVÁNÍ PLODIN JINÝCH NEŽ TRVALÝCH|
11400|1992-01-01|2025-12-31|PĚSTOVÁNÍ CUKROVÉ TŘTINY|
12000|1992-01-01|2025-12-31|PĚSTOVÁNÍ TRVALÝCH PLODIN|
12400|1992-01-01|2025-12-31|PĚSTOVÁNÍ JÁDROVÉHO A PECKOVÉHO OVOCE|
12800|1992-01-01|2025-12-31|PĚSTOVÁNÍ KOŘENÍ, AROMATICKÝCH, LÉČIVÝCH A FARMACEUTICKÝCH ROSTLIN|
14100|1992-01-01|2025-12-31|CHOV MLÉČNÉHO SKOTU|
14500|1992-01-01|2025-12-31|CHOV OVCÍ A KOZ|
14910|1992-01-01|2025-12-31|CHOV DROBNÝCH HOSPODÁŘSKÝCH ZVÍŘAT|
16100|1992-01-01|2025-12-31|PODPŮRNÉ ČINNOSTI PRO ROSTLINNOU VÝROBU|
17000|2026-01-01||LOV A ODCHYT DIVOKÝCH ZVÍŘAT A SOUVISEJÍCÍ ČINNOSTI|
23000|2026-01-01||SBĚR A ZÍSKÁVÁNÍ VOLNĚ ROSTOUCÍCH PLODŮ A MATERIÁLŮ, KROMĚ DŘEVA|
31100|2026-01-01||MOŘSKÝ RYBOLOV|
32200|2026-01-01||SLADKOVODNÍ AKVAKULTURA|
51020|1992-01-01|2025-12-31|ÚPRAVA ČERNÉHO UHLÍ|
52030|1992-01-01|2025-12-31|TĚŽBA LIGNITU|
62000|1992-01-01|2025-12-31|TĚŽBA ZEMNÍHO PLYNU|
71020|1992-01-01|2025-12-31|ÚPRAVA ŽELEZNÝCH RUD|
72120|1992-01-01|2025-12-31|ÚPRAVA URANOVÝCH A THORIOVÝCH RUD|
80000|1992-01-01|2025-12-31|OSTATNÍ TĚŽBA A DOBÝVÁNÍ|
89000|1992-01-01|2025-12-31|TĚŽBA A DOBÝVÁNÍ J. N.|
89900|1992-01-01|2025-12-31|OSTATNÍ TĚŽBA A DOBÝVÁNÍ J. N.|
99010|2026-01-01||PODPŮRNÉ ČINNOSTI PRO TĚŽBU ČERNÉHO UHLÍ|
100000|2026-01-01||VÝROBA POTRAVINÁŘSKÝCH VÝROBKŮ|
101300|2026-01-01||VÝROBA MASNÝCH VÝROBKŮ A VÝROBKŮ Z DRŮBEŽÍHO MASA|
103200|2026-01-01||VÝROBA OVOCNÝCH A ZELENINOVÝCH ŠŤÁV|
104200|2026-01-01||VÝROBA MARGARÍNU A PODOBNÝCH JEDLÝCH TUKŮ|
106000|2026-01-01||VÝROBA MLÝNSKÝCH A ŠKROBÁRENSKÝCH VÝROBKŮ|
107100|2026-01-01||VÝROBA PEKAŘSKÝCH A CUKRÁŘSKÝCH VÝROBKŮ, KROMĚ TRVANLIVÝCH|
108100|2026-01-01||VÝROBA CUKRU|
108500|2026-01-01||VÝROBA HOTOVÝCH POKRMŮ|
109100|2026-01-01||VÝROBA KRMIV PRO HOSPODÁŘSKÁ ZVÍŘATA|
110200|2026-01-01||VÝROBA VÍNA Z VINNÝCH HROZNŮ|
110600|2026-01-01||VÝROBA SLADU|
131000|2026-01-01||ÚPRAVA A SPŘÁDÁNÍ TEXTILNÍCH VLÁKEN A PŘÍZE|
139100|2026-01-01||VÝROBA PLETENÝCH A HÁČKOVANÝCH TEXTILIÍ|
139500|2026-01-01||VÝROBA NETKANÝCH TEXTILIÍ A VÝROBKŮ Z NICH|
141000|2026-01-01||VÝROBA PLETENÝCH A HÁČKOVANÝCH ODĚVŮ|
142000|1992-01-01|2025-12-31|VÝROBA KOŽEŠINOVÝCH VÝROBKŮ|
143100|1992-01-01|2025-12-31|VÝROBA PLETENÝCH A HÁČKOVANÝCH PUNČOCHOVÝCH VÝROBKŮ|
151200|1992-01-01|2025-12-31|VÝROBA BRAŠNÁŘSKÝCH, SEDLÁŘSKÝCH A PODOBNÝCH VÝROBKŮ|
160000|1992-01-01|2025-12-31|ZPRACOVÁNÍ DŘEVA, VÝROBA DŘEVĚNÝCH, KORKOVÝCH, PROUTĚNÝCH A SLAMĚNÝCH VÝROBKŮ, KROMĚ NÁBYTKU|
162100|1992-01-01|2025-12-31|VÝROBA DÝH A DESEK NA BÁZI DŘEVA|
162500|2026-01-01||VÝROBA DŘEVĚNÝCH DVEŘÍ A OKEN|
171000|2026-01-01||VÝROBA BUNIČINY, PAPÍRU A LEPENKY|
171190|2026-01-01||VÝROBA OSTATNÍCH PAPÍRENSKÝCH VLÁKNIN|
172200|2026-01-01||VÝROBA DOMÁCÍCH POTŘEB, HYGIENICKÝCH A TOALETNÍCH VÝROBKŮ Z PAPÍRU|
180000|2026-01-01||TISK A ROZMNOŽOVÁNÍ NAHRANÝCH NOSIČŮ|
181300|2026-01-01||PŘÍPRAVA TISKU A DIGITÁLNÍCH DAT|
191000|2026-01-01||VÝROBA KOKSÁRENSKÝCH PRODUKTŮ|
201100|2026-01-01||VÝROBA TECHNICKÝCH PLYNŮ|
201490|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH ZÁKLADNÍCH ORGANICKÝCH CHEMICKÝCH LÁTEK|
202000|2026-01-01||VÝROBA PESTICIDŮ, DEZINFEKČNÍCH PROSTŘEDKŮ A JINÝCH AGROCHEMICKÝCH PŘÍPRAVKŮ|
204200|2026-01-01||VÝROBA PARFÉMŮ A TOALETNÍCH PŘÍPRAVKŮ|
205900|2026-01-01||VÝROBA OSTATNÍCH CHEMICKÝCH VÝROBKŮ J. N.|
210000|2026-01-01||VÝROBA ZÁKLADNÍCH FARMACEUTICKÝCH VÝROBKŮ A FARMACEUTICKÝCH PŘÍPRAVKŮ|
221000|2026-01-01||VÝROBA PRYŽOVÝCH VÝROBKŮ|
222100|2026-01-01||VÝROBA PLASTOVÝCH DESEK, FÓLIÍ, HADIC, TRUBEK A PROFILŮ|
222900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH PLASTOVÝCH VÝROBKŮ|
231200|2026-01-01||TVAROVÁNÍ A ZPRACOVÁNÍ PLOCHÉHO SKLA|
232000|2026-01-01||VÝROBA ŽÁRUVZDORNÝCH VÝROBKŮ|
234000|2026-01-01||VÝROBA OSTATNÍCH PORCELÁNOVÝCH A KERAMICKÝCH VÝROBKŮ|
234400|2026-01-01||VÝROBA OSTATNÍCH TECHNICKÝCH KERAMICKÝCH VÝROBKŮ|
235200|2026-01-01||VÝROBA VÁPNA A SÁDRY|
236300|2026-01-01||VÝROBA BETONU PŘIPRAVENÉHO K LITÍ|
237000|2026-01-01||ŘEZÁNÍ, TVAROVÁNÍ A KONEČNÁ ÚPRAVA KAMENŮ|
240000|2026-01-01||VÝROBA ZÁKLADNÍCH KOVŮ|
241030|2026-01-01||VÝROBA TYČÍ A PRUTŮ ZE ŽELEZA NEBO OCELI VÁLCOVANÝCH ZA TEPLA|
243200|1992-01-01|2025-12-31|VÁLCOVÁNÍ OCELOVÝCH ÚZKÝCH PÁSŮ ZA STUDENA|
244100|1992-01-01|2025-12-31|VÝROBA A HUTNÍ ZPRACOVÁNÍ DRAHÝCH KOVŮ|
244500|1992-01-01|2025-12-31|VÝROBA A HUTNÍ ZPRACOVÁNÍ OSTATNÍCH NEŽELEZNÝCH KOVŮ|
245110|1992-01-01|2025-12-31|VÝROBA ODLITKŮ Z LITINY S LUPÍNKOVÝM GRAFITEM|
245210|1992-01-01|2025-12-31|VÝROBA ODLITKŮ Z UHLÍKATÝCH OCELÍ|
250000|1992-01-01|2025-12-31|VÝROBA KOVOVÝCH KONSTRUKCÍ A KOVODĚLNÝCH VÝROBKŮ, KROMĚ STROJŮ A ZAŘÍZENÍ|
252000|1992-01-01|2025-12-31|VÝROBA RADIÁTORŮ A KOTLŮ K ÚSTŘEDNÍMU TOPENÍ, KOVOVÝCH NÁDRŽÍ A ZÁSOBNÍKŮ|
254000|1992-01-01|2025-12-31|VÝROBA ZBRANÍ A STŘELIVA|
256000|2026-01-01||VÝROBA NOŽÍŘSKÝCH VÝROBKŮ, NÁSTROJŮ A ŽELEZÁŘSKÝCH VÝROBKŮ|
257200|1992-01-01|2025-12-31|VÝROBA ZÁMKŮ A KOVÁNÍ|
259300|1992-01-01|2025-12-31|VÝROBA DRÁTĚNÝCH VÝROBKŮ, ŘETĚZŮ A PRUŽIN|
261000|1992-01-01|2025-12-31|VÝROBA ELEKTRONICKÝCH SOUČÁSTEK A DESEK|
263000|1992-01-01|2025-12-31|VÝROBA KOMUNIKAČNÍCH ZAŘÍZENÍ|
265200|1992-01-01|2025-12-31|VÝROBA ČASOMĚRNÝCH PŘÍSTROJŮ|
270000|2026-01-01||VÝROBA ELEKTRICKÝCH ZAŘÍZENÍ|
272000|2026-01-01||VÝROBA BATERIÍ A AKUMULÁTORŮ|
273300|2026-01-01||VÝROBA ELEKTROINSTALAČNÍCH ZAŘÍZENÍ|
275200|2026-01-01||VÝROBA NEELEKTRICKÝCH SPOTŘEBIČŮ PŘEVÁŽNĚ PRO DOMÁCNOST|
281100|2026-01-01||VÝROBA MOTORŮ A TURBÍN, KROMĚ MOTORŮ PRO LETADLA, AUTOMOBILY A MOTOCYKLY|
281500|2026-01-01||VÝROBA LOŽISEK, OZUBENÝCH KOL, PŘEVODŮ A HNACÍCH PRVKŮ|
282300|2026-01-01||VÝROBA KANCELÁŘSKÝCH STROJŮ A ZAŘÍZENÍ, KROMĚ POČÍTAČŮ A PERIFERNÍCH ZAŘÍZENÍ|
283000|2026-01-01||VÝROBA ZEMĚDĚLSKÝCH A LESNICKÝCH STROJŮ|
289000|2026-01-01||VÝROBA OSTATNÍCH STROJŮ PRO SPECIÁLNÍ ÚČELY|
289400|2026-01-01||VÝROBA STROJŮ NA VÝROBU TEXTILU, ODĚVNÍCH VÝROBKŮ A VÝROBKŮ Z USNÍ|
290000|1992-01-01|2025-12-31|VÝROBA MOTOROVÝCH VOZIDEL (KROMĚ MOTOCYKLŮ), PŘÍVĚSŮ A NÁVĚSŮ|
293100|1992-01-01|2025-12-31|VÝROBA ELEKTRICKÉHO A ELEKTRONICKÉHO ZAŘÍZENÍ PRO MOTOROVÁ VOZIDLA|
301100|1992-01-01|2025-12-31|STAVBA LODÍ A PLAVIDEL|
303000|2026-01-01||VÝROBA LETADEL, KOSMICKÝCH LODÍ A SOUVISEJÍCÍCH ZAŘÍZENÍ|
309100|2026-01-01||VÝROBA MOTOCYKLŮ|
310200|1992-01-01|2025-12-31|VÝROBA KUCHYŇSKÉHO NÁBYTKU|
321100|2026-01-01||RAŽENÍ MINCÍ|
323000|2026-01-01||VÝROBA SPORTOVNÍCH POTŘEB|
329100|2026-01-01||VÝROBA KOŠŤAT A KARTÁČNICKÝCH VÝROBKŮ|
331100|2026-01-01||OPRAVY A ÚDRŽBA KOVOVÝCH VÝROBKŮ|
331500|2026-01-01||OPRAVY A ÚDRŽBA CIVILNÍCH LODÍ A ČLUNŮ|
331790|2026-01-01||OPRAVY A ÚDRŽBA OSTATNÍCH CIVILNÍCH DOPRAVNÍCH PROSTŘEDKŮ A ZAŘÍZENÍ J. N.|
332000|2026-01-01||INSTALACE PRŮMYSLOVÝCH STROJŮ A ZAŘÍZENÍ|
351200|2026-01-01||VÝROBA ELEKTŘINY Z OBNOVITELNÝCH ZDROJŮ|
352000|2026-01-01||VÝROBA PLYNU A DISTRIBUCE PLYNNÝCH PALIV PROSTŘEDNICTVÍM SÍTÍ|
353000|1992-01-01|2025-12-31|VÝROBA A ROZVOD TEPLA A KLIMATIZOVANÉHO VZDUCHU, VÝROBA LEDU|
353040|1992-01-01|2025-12-31|ROZVOD KLIMATIZOVANÉHO VZDUCHU|
370000|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S ODPADNÍMI VODAMI|
381200|1992-01-01|2025-12-31|SHROMAŽĎOVÁNÍ A SBĚR NEBEZPEČNÝCH ODPADŮ|
382300|2026-01-01||ZPRACOVÁNÍ ODPADŮ K OSTATNÍMU VYUŽITÍ|
390000|1992-01-01|2025-12-31|SANACE A JINÉ ČINNOSTI SOUVISEJÍCÍ S ODPADY|
420000|1992-01-01|2025-12-31|INŽENÝRSKÉ STAVITELSTVÍ|
421300|1992-01-01|2025-12-31|VÝSTAVBA MOSTŮ A TUNELŮ|
422200|1992-01-01|2025-12-31|VÝSTAVBA INŽENÝRSKÝCH SÍTÍ PRO ELEKTŘINU A TELEKOMUNIKACE|
430000|1992-01-01|2025-12-31|SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI|
431300|1992-01-01|2025-12-31|PRŮZKUMNÉ VRTNÉ PRÁCE|
432210|2026-01-01||INSTALACE VODOVODNÍCH, ODPADNÍCH A PLYNOVÝCH ZAŘÍZENÍ A ROZVODŮ|
433100|2026-01-01||OMÍTKÁŘSKÉ PRÁCE|
433420|1992-01-01|2025-12-31|MALÍŘSKÉ A NATĚRAČSKÉ PRÁCE|
439000|1992-01-01|2025-12-31|OSTATNÍ SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI|
450000|1992-01-01|2025-12-31|VELKOOBCHOD, MALOOBCHOD A OPRAVY MOTOROVÝCH VOZIDEL|
454000|1992-01-01|2025-12-31|OBCHOD, OPRAVY A ÚDRŽBA MOTOCYKLŮ, JEJICH DÍLŮ A PŘÍSLUŠENSTVÍ|
461200|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI VELKOOBCHODU ZA PROVIZI S PALIVY, RUDAMI, KOVY A TECHNICKÝMI CHEMIKÁLIEMI|
461600|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI VELKOOBCHODU ZA PROVIZI S TEXTILEM, ODĚVY, KOŽEŠINAMI, OBUVÍ A KOŽENÝMI VÝROBKY|
461900|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI NESPECIALIZOVANÉHO VELKOOBCHODU ZA PROVIZI|
462300|2026-01-01||VELKOOBCHOD S ŽIVÝMI ZVÍŘATY|
463200|2026-01-01||VELKOOBCHOD S MASEM, MASNÝMI VÝROBKY, RYBAMI A RYBÍMI VÝROBKY|
463600|2026-01-01||VELKOOBCHOD S CUKREM, ČOKOLÁDOU A CUKROVINKAMI|
464000|2026-01-01||VELKOOBCHOD S VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST|
464300|2026-01-01||VELKOOBCHOD S ELEKTROSPOTŘEBIČI A ELEKTRONIKOU PŘEVÁŽNĚ PRO DOMÁCNOST|
464600|2026-01-01||VELKOOBCHOD S FARMACEUTICKÝMI A ZDRAVOTNICKÝMI VÝROBKY|
465000|2026-01-01||VELKOOBCHOD S POČÍTAČOVÝMI A KOMUNIKAČNÍMI ZAŘÍZENÍMI|
466200|2026-01-01||VELKOOBCHOD S OBRÁBĚCÍMI STROJI|
467000|1992-01-01|2025-12-31|OSTATNÍ SPECIALIZOVANÝ VELKOOBCHOD|
467200|2026-01-01||VELKOOBCHOD S DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOROVÁ VOZIDLA|
467700|1992-01-01|2025-12-31|VELKOOBCHOD S ODPADEM A ŠROTEM|
468700|2026-01-01||VELKOOBCHOD S ODPADEM A ŠROTEM|
471100|1992-01-01|2025-12-31|MALOOBCHOD S PŘEVAHOU POTRAVIN, NÁPOJŮ A TABÁKOVÝCH VÝROBKŮ V NESPECIALIZOVANÝCH PRODEJNÁCH|
472200|1992-01-01|2025-12-31|MALOOBCHOD S MASEM A MASNÝMI VÝROBKY|
472600|1992-01-01|2025-12-31|MALOOBCHOD S TABÁKOVÝMI VÝROBKY|
474100|1992-01-01|2025-12-31|MALOOBCHOD S POČÍTAČI, POČÍTAČOVÝM PERIFERNÍM ZAŘÍZENÍM A SOFTWAREM|
475200|2026-01-01||MALOOBCHOD S ŽELEZÁŘSKÝM ZBOŽÍM, STAVEBNÍMI MATERIÁLY, BARVAMI A SKLEM|
476000|2026-01-01||MALOOBCHOD S VÝROBKY PRO KULTURNÍ ROZHLED A REKREACI|
476300|2026-01-01||MALOOBCHOD SE SPORTOVNÍM VYBAVENÍM|
477100|2026-01-01||MALOOBCHOD S ODĚVY|
477500|2026-01-01||MALOOBCHOD S KOSMETICKÝMI A TOALETNÍMI VÝROBKY|
477820|1992-01-01|2025-12-31|MALOOBCHOD S PEVNÝMI PALIVY|
478000|1992-01-01|2025-12-31|MALOOBCHOD VE STÁNCÍCH A NA TRZÍCH|
479000|1992-01-01|2025-12-31|MALOOBCHOD MIMO PRODEJNY, STÁNKY A TRHY|
490000|1992-01-01|2025-12-31|POZEMNÍ A POTRUBNÍ DOPRAVA|
493000|1992-01-01|2025-12-31|OSTATNÍ POZEMNÍ OSOBNÍ DOPRAVA|
493900|1992-01-01|2025-12-31|OSTATNÍ POZEMNÍ OSOBNÍ DOPRAVA J. N.|
494100|1992-01-01|2025-12-31|SILNIČNÍ NÁKLADNÍ DOPRAVA|
495090|1992-01-01|2025-12-31|POTRUBNÍ DOPRAVA OSTATNÍ|
503000|2026-01-01||VNITROZEMSKÁ VODNÍ OSOBNÍ DOPRAVA|
511020|1992-01-01|2025-12-31|VNITROSTÁTNÍ NEPRAVIDELNÁ LETECKÁ OSOBNÍ DOPRAVA|
512200|1992-01-01|2025-12-31|KOSMICKÁ DOPRAVA|
522100|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S POZEMNÍ DOPRAVOU|
522500|2026-01-01||LOGISTICKÉ ČINNOSTI|
531000|1992-01-01|2025-12-31|ZÁKLADNÍ POŠTOVNÍ SLUŽBY POSKYTOVANÉ NA ZÁKLADĚ POŠTOVNÍ LICENCE|
551000|2026-01-01||UBYTOVÁNÍ V HOTELÍCH A PODOBNÝCH UBYTOVACÍCH ZAŘÍZENÍCH|
554000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI UBYTOVÁNÍ|
561000|1992-01-01|2025-12-31|STRAVOVÁNÍ V RESTAURACÍCH, U STÁNKŮ A V MOBILNÍCH ZAŘÍZENÍCH|
562200|2026-01-01||POSKYTOVÁNÍ SMLUVNÍCH A OSTATNÍCH STRAVOVACÍCH SLUŽEB|
580000|1992-01-01|2025-12-31|VYDAVATELSKÉ ČINNOSTI|
581210|2026-01-01||VYDÁVÁNÍ TIŠTĚNÝCH NOVIN|
581900|1992-01-01|2025-12-31|OSTATNÍ VYDAVATELSKÉ ČINNOSTI|
590000|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH PROGRAMŮ, POŘIZOVÁNÍ ZVUKOVÝCH NAHRÁVEK A HUDEBNÍ VYDAVATELSKÉ ČINNOSTI|
591300|1992-01-01|2025-12-31|DISTRIBUCE FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH PROGRAMŮ|
601000|1992-01-01|2025-12-31|ROZHLASOVÉ VYSÍLÁNÍ|
603900|2026-01-01||OSTATNÍ ČINNOSTI SOUVISEJÍCÍ S DISTRIBUCÍ OBSAHU|
611040|1992-01-01|2025-12-31|POSKYTOVÁNÍ PŘÍSTUPU K INTERNETU PŘES PEVNOU TELEKOMUNIKAČNÍ SÍŤ|
612090|1992-01-01|2025-12-31|OSTATNÍ ČINNOSTI SOUVISEJÍCÍ S BEZDRÁTOVOU TELEKOMUNIKAČNÍ SÍTÍ|
620300|1992-01-01|2025-12-31|SPRÁVA POČÍTAČOVÉHO VYBAVENÍ|
630000|2026-01-01||POSKYTOVÁNÍ POČÍTAČOVÉ INFRASTRUKTURY, ZPRACOVÁNÍ DAT, HOSTING A OSTATNÍ INFORMAČNÍ ČINNOSTI|
639100|2026-01-01||ČINNOSTI WEBOVÝCH VYHLEDÁVACÍCH PORTÁLŮ|
641100|2026-01-01||CENTRÁLNÍ BANKOVNICTVÍ|
643000|2026-01-01||ČINNOSTI SVĚŘENSKÝCH A JINÝCH FONDŮ A PODOBNÝCH FINANČNÍCH ENTIT|
649200|2026-01-01||OSTATNÍ POSKYTOVÁNÍ ÚVĚRŮ|
649290|1992-01-01|2025-12-31|OSTATNÍ POSKYTOVÁNÍ ÚVĚRŮ J. N.|
649990|2026-01-01||JINÉ FINANČNÍ ČINNOSTI, KROMĚ POJIŠŤOVÁNÍ A PENZIJNÍHO FINANCOVÁNÍ J. N.|
651200|2026-01-01||ČINNOSTI V OBLASTI NEŽIVOTNÍHO POJIŠTĚNÍ|
661000|2026-01-01||POMOCNÉ ČINNOSTI K FINANČNÍM ČINNOSTEM, KROMĚ POJIŠŤOVÁNÍ A PENZIJNÍHO FINANCOVÁNÍ|
662000|2026-01-01||POMOCNÉ ČINNOSTI K POJIŠŤOVÁNÍ A PENZIJNÍMU FINANCOVÁNÍ|
663000|2026-01-01||SPRÁVA FONDŮ|
682000|2026-01-01||PRONÁJEM A SPRÁVA VLASTNÍCH NEBO PRONAJATÝCH NEMOVITOSTÍ|
683100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI NEMOVITOSTÍ|
692000|2026-01-01||ÚČETNICKÉ A AUDITORSKÉ ČINNOSTI; DAŇOVÉ PORADENSTVÍ|
702200|1992-01-01|2025-12-31|OSTATNÍ PORADENSTVÍ V OBLASTI PODNIKÁNÍ A ŘÍZENÍ|
711200|2026-01-01||INŽENÝRSKÉ ČINNOSTI A SOUVISEJÍCÍ TECHNICKÉ PORADENSTVÍ|
712090|1992-01-01|2025-12-31|OSTATNÍ TECHNICKÉ ZKOUŠKY A ANALÝZY|
721920|1992-01-01|2025-12-31|VÝZKUM A VÝVOJ V OBLASTI TECHNICKÝCH VĚD|
731100|1992-01-01|2025-12-31|ČINNOSTI REKLAMNÍCH AGENTUR|
740000|2026-01-01||OSTATNÍ ODBORNÉ, VĚDECKÉ A TECHNICKÉ ČINNOSTI|
741400|2026-01-01||OSTATNÍ SPECIALIZOVANÉ NÁVRHÁŘSKÉ ČINNOSTI|
749020|1992-01-01|2025-12-31|PORADENSTVÍ V OBLASTI POŽÁRNÍ OCHRANY|
771000|1992-01-01|2025-12-31|PRONÁJEM A LEASING MOTOROVÝCH VOZIDEL, KROMĚ MOTOCYKLŮ|
772100|1992-01-01|2025-12-31|PRONÁJEM A LEASING REKREAČNÍCH A SPORTOVNÍCH POTŘEB|
773100|2026-01-01||PRONÁJEM A LEASING ZEMĚDĚLSKÝCH STROJŮ A ZAŘÍZENÍ|
773500|2026-01-01||PRONÁJEM A LEASING LETECKÝCH DOPRAVNÍCH PROSTŘEDKŮ|
780000|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ SE ZAMĚSTNÁNÍM|
790000|2026-01-01||ČINNOSTI CESTOVNÍCH AGENTUR, KANCELÁŘÍ A OSTATNÍ REZERVAČNÍ A SOUVISEJÍCÍ ČINNOSTI|
799000|2026-01-01||OSTATNÍ REZERVAČNÍ A SOUVISEJÍCÍ ČINNOSTI|
802000|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S PROVOZEM BEZPEČNOSTNÍCH SYSTÉMŮ|
812100|1992-01-01|2025-12-31|VŠEOBECNÝ ÚKLID BUDOV|
820000|1992-01-01|2025-12-31|ADMINISTRATIVNÍ, KANCELÁŘSKÉ A JINÉ PODPŮRNÉ ČINNOSTI PRO PODNIKÁNÍ|
823000|1992-01-01|2025-12-31|POŘÁDÁNÍ KONFERENCÍ A HOSPODÁŘSKÝCH VÝSTAV|
829200|2026-01-01||BALICÍ ČINNOSTI|
841100|2026-01-01||VŠEOBECNÉ ČINNOSTI VEŘEJNÉ SPRÁVY|
841290|2026-01-01||REGULACE ČINNOSTÍ SOUVISEJÍCÍ S POSKYTOVÁNÍM OSTATNÍCH SLUŽEB PRO SPOLEČNOST J. N.|
842120|1992-01-01|2025-12-31|ROZVÍJENÍ VZÁJEMNÉHO PŘÁTELSTVÍ A POROZUMĚNÍ MEZI NÁRODY|
842500|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI PROTIPOŽÁRNÍ OCHRANY|
852000|1992-01-01|2025-12-31|PRIMÁRNÍ VZDĚLÁVÁNÍ|
853120|1992-01-01|2025-12-31|STŘEDNÍ VŠEOBECNÉ VZDĚLÁVÁNÍ|
853230|2026-01-01||SEKUNDÁRNÍ ODBORNÉ VZDĚLÁVÁNÍ S MATURITNÍ ZKOUŠKOU V JINÝCH NEŽ UMĚLECKÝCH OBORECH|
855000|1992-01-01|2025-12-31|OSTATNÍ VZDĚLÁVÁNÍ|
855310|1992-01-01|2025-12-31|ČINNOSTI AUTOŠKOL|
855930|1992-01-01|2025-12-31|INOVAČNÍ VZDĚLÁVÁNÍ|
860000|2026-01-01||ZDRAVOTNÍ PÉČE|
862200|2026-01-01||SPECIALIZOVANÁ AMBULANTNÍ ZDRAVOTNÍ PÉČE|
869200|2026-01-01||PŘEPRAVA PACIENTŮ VOZIDLY ZDRAVOTNICKÉ DOPRAVNÍ SLUŽBY|
870000|2026-01-01||POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE|
873000|2026-01-01||POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE PRO SENIORY NEBO OSOBY S FYZICKÝM NEBO SMYSLOVÝM POSTIŽENÍM|
880000|2026-01-01||AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY|
889100|2026-01-01||SLUŽBY PRO DĚTI|
900000|2026-01-01||UMĚLECKÁ TVORBA A ČINNOSTI V OBLASTI SCÉNICKÝCH UMĚNÍ|
901120|2026-01-01||HUDEBNÍ TVORBA|
910000|2026-01-01||ČINNOSTI KNIHOVEN, ARCHIVŮ, MUZEÍ A JINÝCH KULTURNÍCH ZAŘÍZENÍ|
911100|2026-01-01||ČINNOSTI KNIHOVEN|
914200|2026-01-01||ČINNOSTI PŘÍRODNÍCH REZERVACÍ A NÁRODNÍCH PARKŮ|
931100|2026-01-01||PROVOZOVÁNÍ SPORTOVNÍCH ZAŘÍZENÍ|
932000|2026-01-01||ČINNOSTI V OBLASTI ZÁBAVY A REKREACE|
941000|2026-01-01||ČINNOSTI PODNIKATELSKÝCH, ZAMĚSTNAVATELSKÝCH A PROFESNÍCH ORGANIZACÍ|
949000|2026-01-01||ČINNOSTI OSTATNÍCH ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH A VEŘEJNÝCH ZÁJMŮ|
949910|2026-01-01||ČINNOSTI ORGANIZACÍ DĚTÍ A MLÁDEŽE|
949950|2026-01-01||ČINNOSTI ENVIRONMENTÁLNÍCH A EKOLOGICKÝCH HNUTÍ|
950000|2026-01-01||OPRAVY A ÚDRŽBA POČÍTAČŮ, VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST A MOTOROVÝCH VOZIDEL A MOTOCYKLŮ|
952100|2026-01-01||OPRAVY A ÚDRŽBA SPOTŘEBNÍ ELEKTRONIKY|
952500|2026-01-01||OPRAVY A ÚDRŽBA HODIN, HODINEK A KLENOTŮ|
960000|2026-01-01||POSKYTOVÁNÍ OSOBNÍCH SLUŽEB|
961020|2026-01-01||PRANÍ A ČIŠTĚNÍ TEXTILNÍCH A KOŽEŠINOVÝCH VÝROBKŮ PRO OBLAST UBYTOVÁNÍ A STRAVOVÁNÍ|
